epoch,train_loss,val_loss,val_cindex_global,normalized_avg_cindex,val_cindex_by_type
1,1.6624289671579997,0.13047463074326515,0.6817508967897198,0.5001022824712575,"{0: 0.7204301075268817, 1: 0.4360418342719228, 2: 0.49134199134199136, 3: 0.5921450151057401, 4: 0.25, 6: 0.5824468085106383, 7: 0.5555555555555556, 8: 0.4318181818181818, 10: 0.5728077232502011, 11: 0.5101313320825516, 12: 0.0, 13: 0.5005107252298263, 14: 0.6371308016877637, 15: 0.4432624113475177, 17: 0.6207243460764588, 18: 0.7211934156378601, 19: 0.5247267048412285, 20: 0.4493023255813953, 21: 0.6533333333333333, 23: 0.4611542730299667, 24: 0.52, 25: 0.9111111111111111, 26: nan, 27: 0.0, 28: 0.5292682926829269, 29: 0.6457699330493001, 30: 0.5306577480490524, 31: 0.4642857142857143, 32: 0.3372093023255814, 33: nan, 34: 0.6956043956043956, 35: 0.25806451612903225, 36: 0.45714285714285713}"
2,1.6361637512842815,0.12813162803649902,0.7096459761764217,0.48473858515238,"{0: 0.6666666666666666, 1: 0.413515687851971, 2: 0.5670995670995671, 3: 0.42900302114803623, 4: 0.5, 6: 0.5354609929078015, 7: 0.8888888888888888, 8: 0.35795454545454547, 10: 0.5120675784392599, 11: 0.5851782363977486, 12: 0.16666666666666666, 13: 0.59244126659857, 14: 0.379746835443038, 15: 0.46099290780141844, 17: 0.6881287726358148, 18: 0.5936213991769548, 19: 0.43154606975533577, 20: 0.49023255813953487, 21: 0.29333333333333333, 23: 0.38401775804661487, 24: 0.48923076923076925, 25: 0.8222222222222222, 26: nan, 27: 0.23333333333333334, 28: 0.6024390243902439, 29: 0.6713329275715155, 30: 0.4593088071348941, 31: 0.21428571428571427, 32: 0.3372093023255814, 33: nan, 34: 0.5208791208791209, 35: 0.22580645161290322, 36: 0.5142857142857142}"
3,1.609798526763916,0.12456808798015118,0.73812075254658,0.5023021525938005,"{0: 0.6774193548387096, 1: 0.40788415124698313, 2: 0.5054112554112554, 3: 0.5589123867069486, 4: 0.125, 6: 0.5469858156028369, 7: 0.6666666666666666, 8: 0.3465909090909091, 10: 0.4923572003218021, 11: 0.550656660412758, 12: 0.0, 13: 0.5822267620020429, 14: 0.5274261603375527, 15: 0.48226950354609927, 17: 0.6690140845070423, 18: 0.6676954732510288, 19: 0.5335762623633524, 20: 0.4711627906976744, 21: 0.5866666666666667, 23: 0.4855715871254162, 24: 0.48923076923076925, 25: 0.8333333333333334, 26: nan, 27: 0.06666666666666667, 28: 0.6487804878048781, 29: 0.7102860620815581, 30: 0.5613154960981048, 31: 0.42857142857142855, 32: 0.36046511627906974, 33: nan, 34: 0.6989010989010989, 35: 0.2903225806451613, 36: 0.6}"
4,1.5883251825968425,0.12341001816093922,0.7379482056637757,0.5147175033023195,"{0: 0.7311827956989247, 1: 0.417538213998391, 2: 0.5357142857142857, 3: 0.5709969788519638, 4: 0.25, 6: 0.5620567375886525, 7: 0.5555555555555556, 8: 0.3693181818181818, 10: 0.5329847144006437, 11: 0.5851782363977486, 12: 0.0, 13: 0.5250255362614913, 14: 0.5611814345991561, 15: 0.49645390070921985, 17: 0.647887323943662, 18: 0.7191358024691358, 19: 0.5304528891202499, 20: 0.4948837209302326, 21: 0.6, 23: 0.5, 24: 0.4523076923076923, 25: 0.8333333333333334, 26: nan, 27: 0.1, 28: 0.6902439024390243, 29: 0.707242848447961, 30: 0.5585284280936454, 31: 0.25, 32: 0.36046511627906974, 33: nan, 34: 0.6923076923076923, 35: 0.3548387096774194, 36: 0.7714285714285715}"
5,1.5884393612543741,0.1240499671548605,0.74144152325599,0.5056709636607994,"{0: 0.6881720430107527, 1: 0.41834271922767496, 2: 0.5097402597402597, 3: 0.5287009063444109, 4: 0.0, 6: 0.5186170212765957, 7: 0.8888888888888888, 8: 0.39204545454545453, 10: 0.5080450522928399, 11: 0.5596622889305816, 12: 0.08333333333333333, 13: 0.5607763023493361, 14: 0.5232067510548524, 15: 0.425531914893617, 17: 0.6780684104627767, 18: 0.6440329218106996, 19: 0.4586153045288912, 20: 0.5493023255813954, 21: 0.5066666666666667, 23: 0.46004439511653716, 24: 0.52, 25: 0.8111111111111111, 26: nan, 27: 0.06666666666666667, 28: 0.6634146341463415, 29: 0.7048082775410834, 30: 0.5674470457079153, 31: 0.4642857142857143, 32: 0.3372093023255814, 33: nan, 34: 0.6879120879120879, 35: 0.3225806451612903, 36: 0.6285714285714286}"
6,1.5699265321095786,0.1248064674437046,0.7344185624120237,0.5084483609183517,"{0: 0.6666666666666666, 1: 0.3813354786806114, 2: 0.6471861471861472, 3: 0.4773413897280967, 4: 0.375, 6: 0.5124113475177305, 7: 0.8888888888888888, 8: 0.4431818181818182, 10: 0.4581657280772325, 11: 0.5848030018761726, 12: 0.0, 13: 0.5812053115423902, 14: 0.39662447257383965, 15: 0.4326241134751773, 17: 0.6841046277665996, 18: 0.6265432098765432, 19: 0.4403956272774597, 20: 0.5655813953488372, 21: 0.41333333333333333, 23: 0.47780244173140957, 24: 0.4707692307692308, 25: 0.7888888888888889, 26: nan, 27: 0.16666666666666666, 28: 0.6585365853658537, 29: 0.6877662811929397, 30: 0.48049052396878483, 31: 0.4642857142857143, 32: 0.29069767441860467, 33: nan, 34: 0.7208791208791209, 35: 0.3225806451612903, 36: 0.6571428571428571}"
7,1.579991134007772,0.1249304935336113,0.722508286791082,0.5118617609941679,"{0: 0.6451612903225806, 1: 0.40788415124698313, 2: 0.5670995670995671, 3: 0.5045317220543807, 4: 0.125, 6: 0.5452127659574468, 7: 1.0, 8: 0.3693181818181818, 10: 0.5482703137570394, 11: 0.5660412757973734, 12: 0.0, 13: 0.5495403472931563, 14: 0.4345991561181435, 15: 0.4397163120567376, 17: 0.6629778672032193, 18: 0.6882716049382716, 19: 0.48828735033836546, 20: 0.5232558139534884, 21: 0.56, 23: 0.43895671476137627, 24: 0.52, 25: 0.8, 26: nan, 27: 0.16666666666666666, 28: 0.6634146341463415, 29: 0.6920267802799757, 30: 0.5178372352285395, 31: 0.4642857142857143, 32: 0.36046511627906974, 33: nan, 34: 0.7, 35: 0.2903225806451613, 36: 0.6285714285714286}"
8,1.5662367423375447,0.12354821711778641,0.7404395404804068,0.49786880681831086,"{0: 0.6451612903225806, 1: 0.42880128720836685, 2: 0.5638528138528138, 3: 0.5045317220543807, 4: 0.0, 6: 0.5336879432624113, 7: 0.7777777777777778, 8: 0.4431818181818182, 10: 0.5353982300884956, 11: 0.5671669793621014, 12: 0.0, 13: 0.5168539325842697, 14: 0.510548523206751, 15: 0.3971631205673759, 17: 0.6790744466800804, 18: 0.6275720164609053, 19: 0.4211348256116606, 20: 0.5693023255813954, 21: 0.4533333333333333, 23: 0.45449500554938954, 24: 0.5138461538461538, 25: 0.7777777777777778, 26: nan, 27: 0.26666666666666666, 28: 0.6853658536585366, 29: 0.6993304930006087, 30: 0.5579710144927537, 31: 0.4642857142857143, 32: 0.29069767441860467, 33: nan, 34: 0.6835164835164835, 35: 0.3225806451612903, 36: 0.5428571428571428}"
9,1.5660003582636515,0.12325256317853928,0.7421029529734066,0.5012613882516692,"{0: 0.6559139784946236, 1: 0.415124698310539, 2: 0.5887445887445888, 3: 0.46827794561933533, 4: 0.125, 6: 0.5372340425531915, 7: 0.7777777777777778, 8: 0.4602272727272727, 10: 0.5197103781174578, 11: 0.5784240150093809, 12: 0.0, 13: 0.5148110316649642, 14: 0.5063291139240507, 15: 0.43617021276595747, 17: 0.6790744466800804, 18: 0.6059670781893004, 19: 0.4143675169182717, 20: 0.58, 21: 0.4666666666666667, 23: 0.4550499445061043, 24: 0.48, 25: 0.8111111111111111, 26: nan, 27: 0.3, 28: 0.7170731707317073, 29: 0.696895922093731, 30: 0.5384615384615384, 31: 0.42857142857142855, 32: 0.29069767441860467, 33: nan, 34: 0.6868131868131868, 35: 0.2903225806451613, 36: 0.5142857142857142}"
10,0.10715771565834681,0.12248344346880913,0.7431821277755074,0.542718254516428,"{0: 0.7419354838709677, 1: 0.4778761061946903, 2: 0.5335497835497836, 3: 0.6555891238670695, 4: 0.375, 6: 0.5345744680851063, 7: 0.4444444444444444, 8: 0.5284090909090909, 10: 0.4754625905068383, 11: 0.5322701688555347, 12: 0.08333333333333333, 13: 0.3452502553626149, 14: 0.620253164556962, 15: 0.450354609929078, 17: 0.6750503018108652, 18: 0.5925925925925926, 19: 0.5851119208745446, 20: 0.546046511627907, 21: 0.5866666666666667, 23: 0.6320754716981132, 24: 0.3507692307692308, 25: 0.9222222222222223, 26: nan, 27: 0.7, 28: 0.6390243902439025, 29: 0.6841144248326233, 30: 0.5457079152731327, 31: 0.4642857142857143, 32: 0.38372093023255816, 33: nan, 34: 0.7065934065934066, 35: 0.3548387096774194, 36: 0.6571428571428571}"
